filename,topic,outlet,article,likes,shares,comments,nv1,proximity,clickbait,direction,personalization,filename_surveycompany
"oil_klassekampen_10_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,klassekampen,10,"6,7k",7,4,positive,Netherlands,True,NOToil,True,01816.png
"oil_resett_10_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,resett,10,"6,7k",7,4,positive,Netherlands,True,NOToil,True,01871.png
oil_dagbladet_10_23 liker_987 delinger_432 kommentarer_cropped.png,oil,dagbladet,10,23,987,432,positive,Netherlands,True,NOToil,True,01911.png
oil_klassekampen_10_23 liker_7 delinger_432 kommentarer_cropped.png,oil,klassekampen,10,23,7,432,positive,Netherlands,True,NOToil,True,02014.png
oil_nrk_10_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nrk,10,23,7,4,positive,Netherlands,True,NOToil,True,02041.png
"oil_nettavisen_10_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nettavisen,10,"6,7k",987,4,positive,Netherlands,True,NOToil,True,02086.png
"oil_nrk_10_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nrk,10,"6,7k",987,432,positive,Netherlands,True,NOToil,True,02128.png
oil_aftenposten_10_23 liker_987 delinger_4 kommentarer_cropped.png,oil,aftenposten,10,23,987,4,positive,Netherlands,True,NOToil,True,02140.png
"oil_resett_10_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,resett,10,"6,7k",987,4,positive,Netherlands,True,NOToil,True,02213.png
"oil_dagbladet_10_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,dagbladet,10,"6,7k",7,4,positive,Netherlands,True,NOToil,True,02254.png
"oil_klassekampen_10_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,klassekampen,10,"6,7k",987,4,positive,Netherlands,True,NOToil,True,02289.png
oil_aftenposten_10_23 liker_7 delinger_432 kommentarer_cropped.png,oil,aftenposten,10,23,7,432,positive,Netherlands,True,NOToil,True,02307.png
"oil_vg_10_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,vg,10,"6,7k",7,432,positive,Netherlands,True,NOToil,True,02397.png
"oil_aftenposten_10_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,aftenposten,10,"6,7k",987,432,positive,Netherlands,True,NOToil,True,02410.png
oil_dagbladet_10_23 liker_987 delinger_4 kommentarer_cropped.png,oil,dagbladet,10,23,987,4,positive,Netherlands,True,NOToil,True,02414.png
oil_dagbladet_10_23 liker_7 delinger_432 kommentarer_cropped.png,oil,dagbladet,10,23,7,432,positive,Netherlands,True,NOToil,True,02457.png
oil_nrk_10_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nrk,10,23,7,432,positive,Netherlands,True,NOToil,True,02491.png
"oil_vg_10_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,vg,10,"6,7k",7,4,positive,Netherlands,True,NOToil,True,02499.png
oil_nettavisen_10_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nettavisen,10,23,987,4,positive,Netherlands,True,NOToil,True,02601.png
oil_nettavisen_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nettavisen,11,23,7,4,positive,Netherlands,True,NOToil,False,00059.png
"oil_vg_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,vg,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,00200.png
"oil_nrk_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nrk,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,00245.png
oil_vg_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,vg,11,23,987,432,positive,Netherlands,True,NOToil,False,00307.png
"oil_nettavisen_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nettavisen,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,00313.png
"oil_dagbladet_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,dagbladet,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,00356.png
oil_klassekampen_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,klassekampen,11,23,987,4,positive,Netherlands,True,NOToil,False,00357.png
"oil_aftenposten_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,aftenposten,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,00386.png
"oil_klassekampen_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,klassekampen,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,00472.png
"oil_nrk_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nrk,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,00579.png
"oil_klassekampen_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,klassekampen,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,00587.png
oil_nettavisen_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nettavisen,11,23,7,432,positive,Netherlands,True,NOToil,False,00598.png
oil_dagbladet_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,dagbladet,11,23,7,4,positive,Netherlands,True,NOToil,False,00615.png
oil_nrk_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nrk,11,23,987,432,positive,Netherlands,True,NOToil,False,00773.png
oil_resett_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,resett,11,23,987,4,positive,Netherlands,True,NOToil,False,00787.png
"oil_vg_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,vg,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,00813.png
oil_aftenposten_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,aftenposten,11,23,987,4,positive,Netherlands,True,NOToil,False,00822.png
oil_nrk_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nrk,11,23,7,432,positive,Netherlands,True,NOToil,False,00955.png
oil_vg_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,vg,11,23,7,4,positive,Netherlands,True,NOToil,False,01041.png
"oil_dagbladet_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,dagbladet,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,01043.png
"oil_dagbladet_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,dagbladet,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,01045.png
"oil_resett_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,resett,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,01048.png
"oil_aftenposten_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,aftenposten,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,01076.png
oil_dagbladet_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,dagbladet,11,23,987,4,positive,Netherlands,True,NOToil,False,01141.png
"oil_nettavisen_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nettavisen,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,01253.png
oil_nettavisen_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nettavisen,11,23,987,432,positive,Netherlands,True,NOToil,False,01269.png
oil_klassekampen_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,klassekampen,11,23,987,432,positive,Netherlands,True,NOToil,False,01567.png
oil_dagbladet_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,dagbladet,11,23,7,432,positive,Netherlands,True,NOToil,False,01625.png
oil_aftenposten_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,aftenposten,11,23,7,4,positive,Netherlands,True,NOToil,False,01659.png
"oil_resett_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,resett,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,01682.png
oil_resett_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,resett,11,23,987,432,positive,Netherlands,True,NOToil,False,01729.png
"oil_vg_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,vg,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,01741.png
"oil_aftenposten_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,aftenposten,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,01824.png
"oil_dagbladet_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,dagbladet,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,01899.png
"oil_nettavisen_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nettavisen,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,01918.png
"oil_resett_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,resett,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,01978.png
"oil_resett_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,resett,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,02079.png
oil_aftenposten_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,aftenposten,11,23,987,432,positive,Netherlands,True,NOToil,False,02194.png
oil_klassekampen_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,klassekampen,11,23,7,4,positive,Netherlands,True,NOToil,False,02205.png
"oil_nettavisen_11_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nettavisen,11,"6,7k",987,432,positive,Netherlands,True,NOToil,False,02217.png
oil_nrk_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nrk,11,23,7,4,positive,Netherlands,True,NOToil,False,02222.png
oil_klassekampen_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,klassekampen,11,23,7,432,positive,Netherlands,True,NOToil,False,02227.png
oil_dagbladet_11_23 liker_987 delinger_432 kommentarer_cropped.png,oil,dagbladet,11,23,987,432,positive,Netherlands,True,NOToil,False,02249.png
"oil_nrk_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nrk,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,02273.png
"oil_nrk_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nrk,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,02361.png
oil_resett_11_23 liker_7 delinger_4 kommentarer_cropped.png,oil,resett,11,23,7,4,positive,Netherlands,True,NOToil,False,02398.png
oil_vg_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,vg,11,23,7,432,positive,Netherlands,True,NOToil,False,02411.png
oil_nettavisen_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nettavisen,11,23,987,4,positive,Netherlands,True,NOToil,False,02442.png
oil_resett_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,resett,11,23,7,432,positive,Netherlands,True,NOToil,False,02446.png
oil_aftenposten_11_23 liker_7 delinger_432 kommentarer_cropped.png,oil,aftenposten,11,23,7,432,positive,Netherlands,True,NOToil,False,02448.png
oil_nrk_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nrk,11,23,987,4,positive,Netherlands,True,NOToil,False,02456.png
"oil_aftenposten_11_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,aftenposten,11,"6,7k",987,4,positive,Netherlands,True,NOToil,False,02498.png
"oil_klassekampen_11_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,klassekampen,11,"6,7k",7,4,positive,Netherlands,True,NOToil,False,02508.png
oil_vg_11_23 liker_987 delinger_4 kommentarer_cropped.png,oil,vg,11,23,987,4,positive,Netherlands,True,NOToil,False,02529.png
"oil_klassekampen_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,klassekampen,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,02566.png
"oil_vg_11_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,vg,11,"6,7k",7,432,positive,Netherlands,True,NOToil,False,02645.png
oil_resett_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,resett,12,23,7,4,positive,Netherlands,False,oil,True,00067.png
oil_aftenposten_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,aftenposten,12,23,7,4,positive,Netherlands,False,oil,True,00105.png
oil_vg_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,vg,12,23,987,4,positive,Netherlands,False,oil,True,00153.png
oil_klassekampen_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,klassekampen,12,23,7,432,positive,Netherlands,False,oil,True,00201.png
"oil_nrk_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nrk,12,"6,7k",987,432,positive,Netherlands,False,oil,True,00350.png
"oil_klassekampen_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,klassekampen,12,"6,7k",987,4,positive,Netherlands,False,oil,True,00430.png
oil_nrk_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nrk,12,23,987,4,positive,Netherlands,False,oil,True,00496.png
oil_klassekampen_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,klassekampen,12,23,987,432,positive,Netherlands,False,oil,True,00551.png
oil_resett_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,resett,12,23,987,432,positive,Netherlands,False,oil,True,00560.png
oil_nrk_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nrk,12,23,987,432,positive,Netherlands,False,oil,True,00578.png
"oil_nrk_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nrk,12,"6,7k",7,432,positive,Netherlands,False,oil,True,00588.png
"oil_aftenposten_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,aftenposten,12,"6,7k",7,4,positive,Netherlands,False,oil,True,00613.png
oil_vg_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,vg,12,23,7,4,positive,Netherlands,False,oil,True,00617.png
oil_vg_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,vg,12,23,7,432,positive,Netherlands,False,oil,True,00651.png
"oil_dagbladet_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,dagbladet,12,"6,7k",7,4,positive,Netherlands,False,oil,True,00809.png
oil_aftenposten_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,aftenposten,12,23,987,432,positive,Netherlands,False,oil,True,00815.png
oil_vg_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,vg,12,23,987,432,positive,Netherlands,False,oil,True,00861.png
"oil_resett_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,resett,12,"6,7k",7,432,positive,Netherlands,False,oil,True,00906.png
oil_resett_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,resett,12,23,7,432,positive,Netherlands,False,oil,True,01016.png
"oil_dagbladet_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,dagbladet,12,"6,7k",987,432,positive,Netherlands,False,oil,True,01034.png
"oil_aftenposten_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,aftenposten,12,"6,7k",987,432,positive,Netherlands,False,oil,True,01051.png
"oil_aftenposten_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,aftenposten,12,"6,7k",7,432,positive,Netherlands,False,oil,True,01063.png
"oil_dagbladet_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,dagbladet,12,"6,7k",7,432,positive,Netherlands,False,oil,True,01088.png
"oil_nettavisen_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nettavisen,12,"6,7k",7,432,positive,Netherlands,False,oil,True,01294.png
oil_aftenposten_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,aftenposten,12,23,987,4,positive,Netherlands,False,oil,True,01358.png
oil_klassekampen_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,klassekampen,12,23,7,4,positive,Netherlands,False,oil,True,01464.png
"oil_vg_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,vg,12,"6,7k",987,432,positive,Netherlands,False,oil,True,01485.png
"oil_vg_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,vg,12,"6,7k",7,4,positive,Netherlands,False,oil,True,01558.png
oil_nettavisen_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nettavisen,12,23,987,4,positive,Netherlands,False,oil,True,01649.png
oil_dagbladet_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,dagbladet,12,23,987,432,positive,Netherlands,False,oil,True,01657.png
oil_nrk_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nrk,12,23,7,432,positive,Netherlands,False,oil,True,01676.png
"oil_resett_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,resett,12,"6,7k",987,4,positive,Netherlands,False,oil,True,01715.png
oil_nettavisen_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nettavisen,12,23,7,4,positive,Netherlands,False,oil,True,01716.png
oil_dagbladet_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,dagbladet,12,23,7,432,positive,Netherlands,False,oil,True,01734.png
oil_resett_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,resett,12,23,987,4,positive,Netherlands,False,oil,True,01819.png
oil_nrk_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nrk,12,23,7,4,positive,Netherlands,False,oil,True,01850.png
oil_klassekampen_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,klassekampen,12,23,987,4,positive,Netherlands,False,oil,True,01879.png
oil_aftenposten_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,aftenposten,12,23,7,432,positive,Netherlands,False,oil,True,01969.png
"oil_aftenposten_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,aftenposten,12,"6,7k",987,4,positive,Netherlands,False,oil,True,02172.png
"oil_vg_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,vg,12,"6,7k",987,4,positive,Netherlands,False,oil,True,02176.png
oil_nettavisen_12_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nettavisen,12,23,987,432,positive,Netherlands,False,oil,True,02199.png
"oil_dagbladet_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,dagbladet,12,"6,7k",987,4,positive,Netherlands,False,oil,True,02225.png
oil_dagbladet_12_23 liker_7 delinger_4 kommentarer_cropped.png,oil,dagbladet,12,23,7,4,positive,Netherlands,False,oil,True,02231.png
"oil_nettavisen_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nettavisen,12,"6,7k",987,432,positive,Netherlands,False,oil,True,02287.png
"oil_resett_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,resett,12,"6,7k",987,432,positive,Netherlands,False,oil,True,02324.png
"oil_klassekampen_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,klassekampen,12,"6,7k",7,432,positive,Netherlands,False,oil,True,02367.png
oil_dagbladet_12_23 liker_987 delinger_4 kommentarer_cropped.png,oil,dagbladet,12,23,987,4,positive,Netherlands,False,oil,True,02407.png
oil_nettavisen_12_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nettavisen,12,23,7,432,positive,Netherlands,False,oil,True,02408.png
"oil_nrk_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nrk,12,"6,7k",7,4,positive,Netherlands,False,oil,True,02460.png
"oil_klassekampen_12_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,klassekampen,12,"6,7k",987,432,positive,Netherlands,False,oil,True,02524.png
"oil_nrk_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nrk,12,"6,7k",987,4,positive,Netherlands,False,oil,True,02534.png
"oil_nettavisen_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nettavisen,12,"6,7k",7,4,positive,Netherlands,False,oil,True,02589.png
"oil_resett_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,resett,12,"6,7k",7,4,positive,Netherlands,False,oil,True,02626.png
"oil_klassekampen_12_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,klassekampen,12,"6,7k",7,4,positive,Netherlands,False,oil,True,02652.png
"oil_nettavisen_12_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nettavisen,12,"6,7k",987,4,positive,Netherlands,False,oil,True,02655.png
"oil_vg_12_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,vg,12,"6,7k",7,432,positive,Netherlands,False,oil,True,02666.png
oil_nettavisen_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nettavisen,13,23,7,432,positive,Netherlands,False,oil,False,00030.png
oil_aftenposten_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,aftenposten,13,23,987,432,positive,Netherlands,False,oil,False,00052.png
"oil_vg_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,vg,13,"6,7k",7,4,positive,Netherlands,False,oil,False,00124.png
"oil_klassekampen_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,klassekampen,13,"6,7k",987,432,positive,Netherlands,False,oil,False,00145.png
"oil_aftenposten_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,aftenposten,13,"6,7k",987,432,positive,Netherlands,False,oil,False,00249.png
"oil_nettavisen_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nettavisen,13,"6,7k",987,432,positive,Netherlands,False,oil,False,00284.png
"oil_aftenposten_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,aftenposten,13,"6,7k",7,4,positive,Netherlands,False,oil,False,00388.png
oil_aftenposten_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,aftenposten,13,23,7,432,positive,Netherlands,False,oil,False,00508.png
oil_nettavisen_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nettavisen,13,23,7,4,positive,Netherlands,False,oil,False,00764.png
oil_klassekampen_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,klassekampen,13,23,7,4,positive,Netherlands,False,oil,False,00779.png
oil_dagbladet_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,dagbladet,13,23,7,4,positive,Netherlands,False,oil,False,00830.png
oil_vg_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,vg,13,23,7,4,positive,Netherlands,False,oil,False,00943.png
oil_resett_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,resett,13,23,987,432,positive,Netherlands,False,oil,False,01024.png
"oil_vg_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,vg,13,"6,7k",987,432,positive,Netherlands,False,oil,False,01031.png
oil_dagbladet_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,dagbladet,13,23,987,432,positive,Netherlands,False,oil,False,01047.png
"oil_dagbladet_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,dagbladet,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01069.png
oil_resett_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,resett,13,23,7,4,positive,Netherlands,False,oil,False,01130.png
oil_nrk_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nrk,13,23,987,432,positive,Netherlands,False,oil,False,01138.png
"oil_nettavisen_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nettavisen,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01178.png
"oil_resett_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,resett,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01246.png
oil_dagbladet_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,dagbladet,13,23,7,432,positive,Netherlands,False,oil,False,01265.png
oil_vg_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,vg,13,23,987,4,positive,Netherlands,False,oil,False,01271.png
oil_aftenposten_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,aftenposten,13,23,7,4,positive,Netherlands,False,oil,False,01325.png
"oil_vg_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,vg,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01343.png
"oil_nrk_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,nrk,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01356.png
"oil_aftenposten_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,aftenposten,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01360.png
oil_nettavisen_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,nettavisen,13,23,987,432,positive,Netherlands,False,oil,False,01418.png
"oil_klassekampen_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,klassekampen,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01440.png
"oil_resett_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,resett,13,"6,7k",7,4,positive,Netherlands,False,oil,False,01443.png
"oil_dagbladet_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,dagbladet,13,"6,7k",987,432,positive,Netherlands,False,oil,False,01445.png
"oil_nrk_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nrk,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01499.png
oil_vg_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,vg,13,23,7,432,positive,Netherlands,False,oil,False,01570.png
oil_vg_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,vg,13,23,987,432,positive,Netherlands,False,oil,False,01576.png
"oil_vg_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,vg,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01602.png
oil_nettavisen_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,nettavisen,13,23,987,4,positive,Netherlands,False,oil,False,01660.png
"oil_klassekampen_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,klassekampen,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01666.png
oil_nrk_13_23 liker_7 delinger_4 kommentarer_cropped.png,oil,nrk,13,23,7,4,positive,Netherlands,False,oil,False,01693.png
"oil_dagbladet_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,dagbladet,13,"6,7k",7,4,positive,Netherlands,False,oil,False,01712.png
"oil_resett_13_6,7k liker_987 delinger_4 kommentarer_cropped.png",oil,resett,13,"6,7k",987,4,positive,Netherlands,False,oil,False,01737.png
"oil_nrk_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nrk,13,"6,7k",7,4,positive,Netherlands,False,oil,False,01780.png
"oil_nrk_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,nrk,13,"6,7k",987,432,positive,Netherlands,False,oil,False,01848.png
"oil_resett_13_6,7k liker_987 delinger_432 kommentarer_cropped.png",oil,resett,13,"6,7k",987,432,positive,Netherlands,False,oil,False,01856.png
"oil_nettavisen_13_6,7k liker_7 delinger_432 kommentarer_cropped.png",oil,nettavisen,13,"6,7k",7,432,positive,Netherlands,False,oil,False,01877.png
"oil_nettavisen_13_6,7k liker_7 delinger_4 kommentarer_cropped.png",oil,nettavisen,13,"6,7k",7,4,positive,Netherlands,False,oil,False,01884.png
oil_klassekampen_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,klassekampen,13,23,987,4,positive,Netherlands,False,oil,False,01894.png
oil_dagbladet_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,dagbladet,13,23,987,4,positive,Netherlands,False,oil,False,01943.png
oil_aftenposten_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,aftenposten,13,23,987,4,positive,Netherlands,False,oil,False,02246.png
oil_resett_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,resett,13,23,7,432,positive,Netherlands,False,oil,False,02268.png
oil_resett_13_23 liker_987 delinger_4 kommentarer_cropped.png,oil,resett,13,23,987,4,positive,Netherlands,False,oil,False,02279.png
oil_klassekampen_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,klassekampen,13,23,7,432,positive,Netherlands,False,oil,False,02475.png
oil_klassekampen_13_23 liker_987 delinger_432 kommentarer_cropped.png,oil,klassekampen,13,23,987,432,positive,Netherlands,False,oil,False,02507.png
oil_nrk_13_23 liker_7 delinger_432 kommentarer_cropped.png,oil,nrk,13,23,7,432,positive,Netherlands,False,oil,False,02582.png
